id,name,speciality,address,city,state,zip,lat,lng
227,FREDONIA REGIONAL HOSPITAL,M,1079 East Kentucky Street,Louisville,KY,40204,38.2358124,-85.73356439999999
228,MEMORIAL HOSPITAL,H,1637 Delphil Street,Pueblo,CO,81006,38.225753,-104.547695
229,DICKINSON COUNTY MEMORIAL HOSPITAL,N,3708 Fort Lincoln Drive Northeast,Washington,DC,20018,38.922628,-76.9529694
230,KINGS DAUGHTERS HOSPITAL CAH,T,1840 Nobel Place,Louisville,KY,40216,38.198892,-85.8090129
231,GREENE COUNTY HOSPITAL CAH,Y,3146 North Old Wire Road,Fayetteville,AR,72703,36.108006,-94.11711
232,MUSKOGEE COMMUNITY HOSPITAL,F,6040 West Kings Avenue,Glendale,AZ,85306,33.635755,-112.190115
233,ADAMS MEMORIAL HOSPITAL,K,3116 Northwest 61st Terrace,Oklahoma City,OK,73112,35.5339389,-97.5718459
234,PRINCE GEORGES HOSPITAL CENTER,J,107 Mark Drive,Glen Burnie,MD,21061,39.13998400000001,-76.613457
235,JOHN & MARY KIRBY HOSPITAL,J,2317 Fernwood Drive,Nashville,TN,37216,36.20627899999999,-86.712266
236,CARONDELET ST JOSEPHS HOSPITAL,X,18 Densmore Drive,Essex,VT,05452,44.492953,-73.101883
237,RINGGOLD COUNTY HOSPITAL,N,175 Oak Street,Manchester,CT,06040,41.7700323,-72.512125
238,LAKE CUMBERLAND REGIONAL HOSPITAL,Y,7350 West Wedington Drive,Fayetteville,AR,72704,36.0758676,-94.26742039999999
239,ENGLEWOOD COMMUNITY HOSPITAL,N,829 Main Street,Manchester,CT,06040,41.7706776,-72.5209167
240,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,S,32 Royal Drive,Louisville,KY,40214,38.1291611,-85.7593052
241,UNION HOSPITAL CLINTON,Z,22825 Paseo Place,Hayward,CA,94541,37.6678961,-122.0832649
242,CENTENNIAL MEDICAL CENTER,V,1742 Allerford Drive,Hanover,MD,21076,39.153117,-76.738421
243,ALBERT EINSTEIN MEDICAL CENTER,V,481 East Redbud Lane,Fayetteville,AR,72703,36.103899,-94.151128
244,EAST TEXAS MEDICAL CENTER CROCKETT,K,61 Cubles Drive,Brimfield,MA,01010,42.1333083,-72.1897627
245,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",Y,2324 North Briarwood Lane,Fayetteville,AR,72703,36.094207,-94.143754
246,"DOCTORS HOSPITAL OF TATTNALL, THE",Z,5938 Laguna Honda Street,Redding,CA,96001,40.5283666,-122.3878429
247,NORTH OKALOOSA MEDICAL CENTER,R,3179 18th Street Northwest,Washington,DC,20010,38.9312712,-77.0412983
248,SAINT BARNABAS MEDICAL CENTER,Y,1243 Doris Avenue,Pasadena,MD,21122,39.109591,-76.486294
249,MILLER COUNTY HOSPITAL,A,27 Church Street,Manchester,CT,06040,41.77373499999999,-72.52400999999999
250,FRESNO SURGICAL HOSPITAL,D,4667 Benning Road Southeast,Washington,DC,20019,38.8847377,-76.9355625
251,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,D,305 Brookside Court,Manchester,CT,06042,41.8018695,-72.5414062
252,BANNER ESTRELLA MEDICAL CENTER,S,6928 North 87th Lane,Glendale,AZ,85305,33.536569,-112.248376
253,CLAY COUNTY MEDICAL CENTER,J,113 Dove Lane,Savannah,GA,31406,31.9852832,-81.065208
254,ST LUKES REGIONAL MEDICAL CENTER,Y,7405 River Park Drive,Nashville,TN,37221,36.0581729,-86.974773
255,WALLA WALLA VA MEDICAL CENTER,L,529 Barr Hill Road,Greensboro,VT,05841,44.5936859,-72.2881687
256,HILLSDALE COMMUNITY HEALTH CENTER,E,10714 Abercorn Street,Savannah,GA,31419,31.9795828,-81.1330018
257,MEMORIAL HOSPITAL & PHYSICIAN GROUP,N,7427 West Abraham Lane,Glendale,AZ,85308,33.6799839,-112.2181571
258,ONSLOW MEMORIAL HOSPITAL,M,Biloxi Crossing,Fayetteville,AR,72701,36.0594547,-94.1949994
259,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,E,37608 2nd Street,Fremont,CA,94536,37.576224,-121.979386
260,ADVOCATE GOOD SHEPHERD HOSPITAL,V,72 Salmon Road,Alameda,CA,94502,37.739659,-122.255689
261,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,L,6215 Sheridan Boulevard,Arvada,CO,80003,39.809855,-105.053328
262,ST VINCENT CHARITY MEDICAL CENTER,H,2409 Park Street,Selma,CA,93662,36.55983190000001,-119.6183089
263,BELLEVUE MEDICAL CENTER,J,2320 Northwest 113th Place,Oklahoma City,OK,73120,35.5844465,-97.5554605
264,JANE PHILLIPS MEDICAL CENTER,M,2 Ambelwood Way,Savannah,GA,31411,31.9138389,-81.07297989999999
265,BRIGHTON HOSPITAL,G,713 Millard Fuller Drive,Montgomery,AL,36110,32.425122,-86.275774
266,SAINT CATHERINE REGIONAL HOSPITAL,E,100 East Joyce Boulevard,Fayetteville,AR,72703,36.1253411,-94.1551631
267,NORTHERN LOUISIANA MEDICAL CENTER,R,102 East Cydnee Street,Fayetteville,AR,72703,36.10683,-94.155547
268,DOWN EAST COMMUNITY HOSPITAL,I,25 Morton Street,Quincy,MA,02169,42.24450900000001,-71.021176
269,MEMORIAL HOSPITAL,W,86 Russell Street,Manchester,CT,06040,41.77985700000001,-72.525724
270,ST FRANCIS HOSPITAL,Y,8380 Lockwood Road,Pasadena,MD,21122,39.110554,-76.480541
271,LANCASTER REGIONAL MEDICAL CENTER,A,5722 8th Street Northwest,Washington,DC,20011,38.959305,-77.024463
272,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,S,552 Maynadier Lane,Crownsville,MD,21032,39.03564,-76.577027
273,ANGEL MEDICAL CENTER,J,149 Lenox Street,Manchester,CT,06040,41.782849,-72.511481
274,FLORIDA HOSPITAL TAMPA,N,212 Ambleside Drive,Severna Park,MD,21146,39.097022,-76.55617699999999
275,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,L,1324 Beddington Park,Nashville,TN,37215,36.057298,-86.823065
276,UNION GENERAL HOSPITAL,T,1695 Archer Street,Savannah,GA,31405,32.0475974,-81.13348289999999
277,MCLAREN - GREATER LANSING,V,8509 Olde Gate,Montgomery,AL,36116,32.336725,-86.167559
278,TITUSVILLE HOSPITAL,X,1352 Purdue Street,San Leandro,CA,94579,37.6950209,-122.155653
279,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,U,1309 Clay Avenue,Panama City,FL,32401,30.1729,-85.69342999999999
280,UNIVERSITY OF VIRGINIA MEDICAL CENTER,H,1164 Middle Turnpike West,Manchester,CT,06040,41.7808152,-72.57570439999999
281,JAMES LAWRENCE KERNAN HOSPITAL INC,N,33 Chesapeake Mobile Court,Hanover,MD,21076,39.1487192,-76.7167149
282,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,V,7404 West Crest Lane,Glendale,AZ,85310,33.6851098,-112.2167229
283,MARION IL VA MEDICAL CENTER,G,321 Kentucky Avenue Southeast,Washington,DC,20003,38.884752,-76.986463
284,NORTH FLORIDA REGIONAL MEDICAL CENTER,L,6293 Braun Circle,Arvada,CO,80004,39.810651,-105.148613
285,SOUTHSIDE HOSPITAL,C,122 East Hayes Street,Norman,OK,73069,35.232121,-97.445053
286,NORTHERN LOUISIANA MEDICAL CENTER,I,4438 Maine Avenue,Baldwin Park,CA,91706,34.093409,-117.959953
287,TAWAS ST JOSEPH HOSPITAL,F,1425 Claremont Circle,Savannah,GA,31415,32.062524,-81.123133
288,DIXIE REGIONAL MEDICAL CENTER,X,721 Vermont 5A,Westmore,VT,05860,44.78045100000001,-72.06810899999999
289,KETTERING MEDICAL CENTER,H,324 Tulip Oak Court,Linthicum Heights,MD,21090,39.198098,-76.651314
290,NORTH CYPRESS MEDICAL CENTER,S,11 Eclipse Court,Alameda,CA,94501,37.7823187,-122.2678109
291,ORO VALLEY HOSPITAL,N,2076 North Crossover Road,Fayetteville,AR,72703,36.0890802,-94.12149649999999
292,BROOKDALE HOSPITAL MEDICAL CENTER,J,10 Erick Road,Mansfield,MA,02048,42.032505,-71.17718599999999
293,ODESSA MEMORIAL HOSPITAL,C,4221 Thompson Avenue,Anchorage,AK,99508,61.2277595,-149.8015005
294,MINERAL AREA REGIONAL MEDICAL CENTER,T,6223 Kilmer Loop,Arvada,CO,80403,39.806769,-105.1718784
295,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,Q,2075 Archer Drive,Fayetteville,AR,72701,36.072849,-94.188638
296,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,M,2313 Vegas Avenue,Castro Valley,CA,94546,37.689189,-122.076775
297,BOONE HOSPITAL CENTER,N,34 Harris Street,Brookline,MA,02446,42.3382219,-71.12330899999999
298,WINSTON MEDICAL CENTER & SWINGBED,G,713 Flight Avenue,Panama City,FL,32404,30.16274,-85.601878
299,ST LUKES REGIONAL MEDICAL CENTER,K,275 South 40th Street,Boulder,CO,80305,39.988864,-105.247011
300,ARKANSAS CHILDREN'S HOSPITAL,Z,618 Amberjack Drive,Panama City,FL,32408,30.153991,-85.73084999999999
301,CARLINVILLE AREA HOSPITAL,F,7002 Secrest Court,Arvada,CO,80007,39.8236009,-105.1901759
302,INTEGRIS BASS BAPTIST HEALTH CENTER,I,1122 McDaniel Street,Sun City Center,FL,33573,27.693293,-82.37096849999999
303,FAIRVIEW HOSPITAL,V,15010 North 59th Avenue,Glendale,AZ,85306,33.6214932,-112.1865942
304,SHERIDAN COMMUNITY HOSPITAL,U,13931 West 87th Drive,Arvada,CO,80005,39.85340300000001,-105.155957
305,INTERMOUNTAIN MEDICAL CENTER,A,30 Curtis Road,Milton,MA,02186,42.2660192,-71.0910829
306,WOOD COUNTY HOSPITAL,H,2803 River Drive,Thunderbolt,GA,31404,32.032627,-81.050879
307,HARDIN MEDICAL CENTER,B,2703 Woolsey Street,Berkeley,CA,94705,37.854131,-122.252442
308,MCCAMEY HOSPITAL,X,3034 Mica Street,Fayetteville,AR,72704,36.0807929,-94.2066449
309,NOR LEA GENERAL HOSPITAL,T,3388 Thomasson Lane,Fairfield,CA,94534,38.198231,-122.106795
310,MINERS' COLFAX MEDICAL CENTER,G,311 Oak Street,Manchester,CT,06040,41.7709068,-72.5057484
311,PRINCE GEORGES HOSPITAL CENTER,W,95 Woods Hill Road,,VT,05488,44.897682,-73.0753299
312,STEELE MEMORIAL MEDICAL CENTER,E,3 Carson Street,Chico,CA,95928,39.725125,-121.796593
313,PINNACLE HOSPITAL,C,525 Merrill Lane,Dracut,MA,01826,42.6604333,-71.3392226
314,YAKIMA VALLEY MEMORIAL HOSPITAL,P,257 Broadway,Lynn,MA,01904,42.4874495,-70.9599569
315,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",O,7144 Marlborough Terrace,Berkeley,CA,94705,37.8619142,-122.2237384
316,SOUTHWEST MEMORIAL HOSPITAL,E,4305 Willowview Boulevard,Louisville,KY,40299,38.182039,-85.554602
317,DURHAM VA MEDICAL CENTER,J,4876 Norris Road,Fremont,CA,94536,37.543515,-122.008143
318,BOTHWELL REGIONAL HEALTH CENTER,Q,7013 Collinswood Drive,Nashville,TN,37221,36.051513,-86.959874
319,JAMESTOWN REGIONAL MEDICAL CENTER,M,8841 Tempest Circle,Anchorage,AK,99507,61.1404067,-149.8122451
320,"MILE BLUFF MEDICAL CENTER, INC",U,449 15th Street Northeast,Washington,DC,20002,38.896241,-76.983372
321,MERCY ST FRANCIS HOSPITAL,B,1523 South 9th Street,Louisville,KY,40208,38.2262777,-85.7702946
322,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,P,7681 Delridge Circle,Anchorage,AK,99507,61.151279,-149.827217
323,MEMORIAL HOSPITAL OF SOUTH BEND,Z,1001 Northwest 104th Street,Oklahoma City,OK,73114,35.57694,-97.530186
324,ONSLOW MEMORIAL HOSPITAL,B,6710 Quay Street,Arvada,CO,80003,39.8184397,-105.0735438
325,MEDICAL CENTER SOUTH ARKANSAS,G,1819 Q Street Southeast,Washington,DC,20020,38.870406,-76.978219
326,MARLBORO PARK HOSPITAL,A,32 Country Club Boulevard,Dartmouth,MA,02747,41.621102,-70.98676600000002
327,GARRISON MEMORIAL HOSPITAL,E,2835 Jed Road,Escondido,CA,92027,33.140046,-117.032721
328,ST JOSEPH'S HOSPITAL,N,234 East Beach Drive,Panama City,FL,32401,30.1513967,-85.6604158
329,INLAND HOSPITAL,C,327 Idlewylde Drive,Louisville,KY,40206,38.260003,-85.70065199999999
330,ROCK COUNTY HOSPITAL,S,2269 Eastern Boulevard,Montgomery,AL,36117,32.3497194,-86.2186839
331,AVERA DESMET MEMORIAL HOSPITAL - CAH,X,49 West Street,Bolton,VT,05676,44.371346,-72.867516
332,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,D,3027 Badger Drive,Pleasanton,CA,94566,37.667338,-121.849663
333,MARY IMMACULATE HOSPITAL,U,2405 230th Street,Pasadena,MD,21122,39.12585,-76.549013
334,SCOTT REGIONAL HOSPITAL CAH,A,1145 Chaseway Drive,Pike Road,AL,36064,32.312205,-86.01377099999999
335,STRINGFELLOW MEMORIAL HOSPITAL,M,1637 Delphil Street,Pueblo,CO,81006,38.225753,-104.547695
336,SAINT ANTHONY MEDICAL CENTER,O,2900 North Western Avenue,Edmond,OK,73012,35.687568,-97.53227299999999
337,MEADOWLANDS HOSPITAL MEDICAL CENTER,J,4316 Sunnybrook Drive,Montgomery,AL,36108,32.316971,-86.37054599999999
338,NORTHWEST MEDICAL CENTER,W,2811 Battery Place Northwest,Washington,DC,20016,38.9256252,-77.0982646
339,ST JOSEPH HOSPITAL,U,419 Wabasso Avenue,Louisville,KY,40209,38.1812976,-85.7511801
340,HIGHLANDS MEDICAL CENTER,L,3901 West End Avenue,Nashville,TN,37205,36.130816,-86.83483
341,FAIRVIEW HOSPITAL,B,5337 West Wheeler Road,Fayetteville,AR,72704,36.096016,-94.23684999999999
342,FAYETTEVILLE AR VA MEDICAL CENTER,H,740 East 34th Street,Savannah,GA,31401,32.0565764,-81.0871574
343,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,Y,233 Ingraham Street Northwest,Washington,DC,20011,38.954755,-77.014912
344,SOUTHWEST MS REGIONAL MEDICAL CENTER,L,1505 Sweet Bay Trail,Panama City Beach,FL,32413,30.281896,-85.969549
345,AURORA MEDICAL CENTER,K,17433 Teklanika Drive,Anchorage,AK,99577,61.317634,-149.55739
346,FLORIDA HOSPITAL CARROLLWOOD,W,10 Dalry Lane,Savannah,GA,31419,31.941447,-81.160151
347,SAGINAW VA MEDICAL CENTER,Z,16205 Wind Crest Way,Edmond,OK,73013,35.6350364,-97.6217587
348,PARKWAY REGIONAL HOSPITAL,L,1528 Spruce Street,Berkeley,CA,94709,37.879558,-122.266155
349,VALLEY HOSPITAL MEDICAL CENTER,V,10826 Pointe Royal Drive,Bakersfield,CA,93311,35.2930007,-119.1225908
350,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,K,9101 Vanguard Drive,Anchorage,AK,99507,61.1382426,-149.84756
351,BLECKLEY MEMORIAL HOSPITAL,H,55 Russells Mills Road,Dartmouth,MA,02748,41.60601,-70.9436759
352,HI-DESERT MEDICAL CENTER,F,1518 Jenks Avenue,Panama City,FL,32405,30.1765819,-85.662077
353,SAINT LUKE'S SOUTH HOSPITAL,A,7407 North 75th Drive,Glendale,AZ,85303,33.54394670000001,-112.2209465
354,UNIVERSITY HOSPITALS OF CLEVELAND,D,517 Copperfield Way,Brentwood,TN,37027,36.038314,-86.748505
355,HOSPITAL OF UNIV OF PENNSYLVANIA,C,737 Nelson Road,Ludlow,VT,05149,43.4366441,-72.6701594
356,ILLINI COMMUNITY HOSPITAL,M,182 Regency Circle,Pooler,GA,31322,32.1464114,-81.2646209
357,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,J,6604 Northwest 130th Street,Oklahoma City,OK,73142,35.60202,-97.63125000000001
358,NORTHRIDGE HOSPITAL MEDICAL CENTER,D,4755 Coventry Road,Montgomery,AL,36116,32.318132,-86.28353
359,MARIAN REGIONAL MEDICAL CENTER,K,601 Farragut Place Northeast,Washington,DC,20017,38.951089,-76.997855
360,NATIVIDAD MEDICAL CENTER,N,1265 Southeast 23rd Terrace,Oklahoma City,OK,73129,35.4419581,-97.4871617
361,BROWARD HEALTH IMPERIAL POINT,I,3579 2nd Avenue,Edgewater,MD,21037,38.91283200000001,-76.5224099
362,SIERRA MEDICAL CENTER,W,403 Irwin Street,Anchorage,AK,99508,61.22701780000001,-149.8102833
363,DALLAS COUNTY HOSPITAL,G,1046 Dudley Avenue,Louisville,KY,40204,38.2416535,-85.7188075
364,COLUMBIA CENTER,N,13426 North 54th Drive,Glendale,AZ,85304,33.607281,-112.17645
365,ASPIRUS WAUSAU HOSPITAL,M,3835 Oakes Drive,Hayward,CA,94542,37.661345,-122.032784
366,ST MARY MEDICAL CENTER,Z,30451 Servilla Place,Castaic,CA,91384,34.47215,-118.643301
367,COQUILLE VALLEY HOSPITAL DISTRICT,Z,5815 West Del Lago Circle,Glendale,AZ,85308,33.674991,-112.183422
368,CENTRAL BAPTIST HOSPITAL,R,7737 Wynlakes Boulevard,Montgomery,AL,36117,32.348508,-86.14822099999999
369,FIRST CARE HEALTH CENTER,T,7095 Gladiola Street,Arvada,CO,80004,39.824892,-105.162799
370,UAMS MEDICAL CENTER,K,5222 West Laurie Lane,Glendale,AZ,85302,33.5587639,-112.172235
371,VA ANN ARBOR HEALTHCARE SYSTEM,Z,120 Depot Street,Easton,MA,02375,42.0420508,-71.0786277
372,BEVERLY HOSPITAL,C,201 East 9th Avenue,Anchorage,AK,99501,61.213897,-149.880633
373,ANDROSCOGGIN VALLEY HOSPITAL,U,78 Cliffside Drive,Manchester,CT,06042,41.7952975,-72.48649
374,BATH COUNTY COMMUNITY HOSPITAL,M,1125 West 41st Street,Savannah,GA,31415,32.0573416,-81.1154395
375,ST HELENA HOSPITAL,B,3959 Fairlands Drive,Pleasanton,CA,94588,37.6992001,-121.8703701
376,HAMPTON VA MEDICAL CENTER,V,140 West Cooper Avenue,Aspen,CO,81611,39.1892885,-106.8243943
377,LAKE WHITNEY MEDICAL CENTER,L,85 West Seymeria Drive,Beverly Hills,FL,34465,28.909929,-82.436317
378,SILVER LAKE MEDICAL CENTER,X,9920 West 81st Avenue,Arvada,CO,80005,39.8446204,-105.1083834
379,MERCY HOSPITAL AURORA,P,8546 North 59th Lane,Glendale,AZ,85302,33.5615847,-112.1884147
380,CLEARVIEW  REGIONAL MEDICAL CENTER,N,13501 Vasili Drive,Anchorage,AK,99577,61.34223399999999,-149.5765199
381,UNIVERSITY HOSPITALS OF CLEVELAND,O,7622 Vance Drive,Arvada,CO,80003,39.835974,-105.079238
382,ASHEVILLE-OTEEN VA MEDICAL CENTER,W,7 Oliver Street,Athol,MA,01331,42.5895133,-72.22493709999999
383,LAKEVIEW MEMORIAL HOSPITAL,G,7711 North 51st Avenue,Glendale,AZ,85301,33.5502243,-112.1665731
384,LINCOLN SURGICAL HOSPITAL,K,1809 Cedar Drive,Severn,MD,21144,39.139311,-76.72028999999999
385,BAYSTATE MEDICAL CENTER,C,3770 North Front Street,Fayetteville,AR,72703,36.1183319,-94.1443548
386,COMMUNITY HOSPITAL OF SAN BERNARDINO,E,2008 North Shannon Drive,Fayetteville,AR,72703,36.0886151,-94.17334470000002
387,AURORA MED CTR MANITOWOC CTY,Y,3762 Royalton Turnpike,Barnard,VT,05068,43.77298700000001,-72.58798999999999
388,VAIL VALLEY MEDICAL CENTER,L,18 Hamilton Street Northwest,Washington,DC,20011,38.95312,-77.0096949
389,LAKE DISTRICT HOSPITAL,I,8801 North 63rd Drive,Glendale,AZ,85302,33.5640804,-112.195287
390,GUNNISON VALLEY HOSPITAL,B,314 Mesa Street,Wheatland,CA,95692,39.012762,-121.424206
391,MERCY HOSPITAL AND MEDICAL CENTER,I,44 Downey Drive,Manchester,CT,06040,41.7783645,-72.5762079
392,JEFFERSON HEALTHCARE HOSPITAL,O,2931 Shady Oaks Drive,Evans,CO,80620,40.384469,-104.726478
393,NANTUCKET COTTAGE HOSPITAL,R,201 Lee Boulevard,Savannah,GA,31405,32.018704,-81.108882
394,LOWER BUCKS HOSPITAL,X,1106 Homer Avenue,Savannah,GA,31405,32.0453896,-81.12456809999999
395,OAKDALE COMMUNITY HOSPITAL,D,2894 Music Avenue,Grand Junction,CO,81506,39.097082,-108.516175
396,HUGH CHATHAM MEMORIAL HOSPITAL,I,6657 West Rose Garden Lane,Glendale,AZ,85308,33.676018,-112.201658
397,NATCHEZ COMMUNITY HOSPITAL/SWING BED,D,1710 East Harold Street,Fayetteville,AR,72703,36.109875,-94.1359389
398,WINDOM AREA HOSPITAL,I,119 Redwood Road,Manchester,CT,06040,41.751289,-72.563575
399,NORTH CENTRAL BRONX HOSPITAL,E,275 Henry Street,Manchester,CT,06042,41.78936590000001,-72.5106079
400,LAKESIDE MEMORIAL HOSPITAL,P,4405 West Solano Drive South,Glendale,AZ,85301,33.520529,-112.153858
401,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,X,1742 Allerford Drive,Hanover,MD,21076,39.153117,-76.738421
402,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,G,5843 West McLellan Road,Glendale,AZ,85301,33.5330898,-112.1857087
403,BANNER DESERT MEDICAL CENTER,K,223 Main Street,Nashville,TN,37213,36.171421,-86.770258
404,EDGERTON HOSPITAL AND HEALTH SERVICES,S,115 Maple Street,Manchester,CT,06040,41.7687543,-72.51503989999999
405,HUGHSTON HOSPITAL,Y,109 East 64th Street,Savannah,GA,31405,32.0339671,-81.1054024
406,CLAY COUNTY MEDICAL CENTER,M,313 Post Road,Rutland,VT,05701,43.635281,-72.943794
407,PLAZA MEDICAL CENTER OF FORT WORTH,T,653 Vermont 12,Hartland,VT,05048,43.609832,-72.453771
408,COLISEUM MEDICAL CENTER,I,6244 Sun River Drive,Sacramento,CA,95824,38.512894,-121.41258
409,FORT MADISON COMMUNITY HOSPITAL,N,386 Pratt Road,,VT,05033,43.9667699,-72.122581
410,EMMA L BIXBY MEDICAL CENTER,D,1559 Alabama Avenue Southeast,Washington,DC,20032,38.8467679,-76.98076200000001
411,WALLACE THOMSON HOSPITAL,J,5632 West Acoma Drive,Glendale,AZ,85306,33.617804,-112.180893
412,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,I,8150 North 61st Avenue,Glendale,AZ,85302,33.555668,-112.1926295
413,"DEWITT HOSPITAL & NURSING HOME, INC",P,34 Belair Drive,Holbrook,MA,02343,42.1348305,-71.001043
414,HENDRICKS COMMUNITY HOSPITAL,X,103 Edgewater Road,Severna Park,MD,21146,39.058672,-76.5407029
415,HARTON REGIONAL MEDICAL CENTER,Q,768 North Main Street,Manchester,CT,06040,41.7955789,-72.54586499999999
416,PERSHING MEMORIAL HOSPITAL,G,803 Kay Lane,Lynn Haven,FL,32444,30.249565,-85.640086
417,UINTAH BASIN MEDICAL CENTER,Q,2803 6th Street Northeast,Washington,DC,20017,38.925779,-76.9980719
418,GEISINGER MEDICAL CENTER,O,9399 Yucca Way,Arvada,CO,80007,39.8666498,-105.2064653
419,HARDIN MEDICAL CENTER,G,2140 East 56th Avenue,Anchorage,AK,99507,61.1699562,-149.8414879
420,CANDLER HOSPITAL,N,64 Church Street,Hardwick,MA,01031,42.3126052,-72.2026295
421,EVANGELICAL COMMUNITY HOSPITAL,K,159 Adams Street,Manchester,CT,06040,41.790837,-72.551582
422,ST PATRICK HOSPITAL,M,311 Oak Street,Manchester,CT,06040,41.7709068,-72.5057484
423,MILTON HOSPITAL INC,P,1700 William E Summers III Avenue,Louisville,KY,40211,38.22952540000001,-85.82045680000002
424,COASTAL COMMUNITIES HOSPITAL,O,9331 Edison Road,Lithia,FL,33547,27.86851,-82.07391199999999
425,NORTH KANSAS CITY HOSPITAL,T,1108 Slater Street,Santa Rosa,CA,95404,38.451184,-122.715459
426,ALEGENT HEALTH MEMORIAL HOSPITAL,E,7232 West Melinda Lane,Glendale,AZ,85308,33.681378,-112.214807
427,WITHAM HEALTH SERVICES,I,501 Holly Avenue,Pooler,GA,31322,32.120593,-81.254496
428,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,D,4717 Forest Hills Drive,Noble,OK,73068,35.14127,-97.372433
429,CLINTON HOSPITAL ASSOCIATION,C,8595 West 81st Drive,Arvada,CO,80005,39.8449341,-105.0937351
430,LITTLE COLORADO MEDICAL CENTER,N,33300 Mission Boulevard,Union City,CA,94587,37.6085241,-122.0190805
431,CITRUS MEMORIAL HOSPITAL,Q,840 Fontaine Road,Derby,VT,05829,44.9209486,-72.08146409999999
432,SALINA REGIONAL HEALTH CENTER,Q,144 Lauderdale Street,Montgomery,AL,36116,32.309978,-86.259716
433,TRMC OF ORANGEBURG & CALHOUN,X,10802 Brickside Court,Riverview,FL,33579,27.801051,-82.327653
434,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),D,3782 North Front Street,Fayetteville,AR,72703,36.1184954,-94.1443355
435,WRAY COMMUNITY DISTRICT HOSPITAL,O,2109 Puddingtons Patent Way,Gambrills,MD,21054,38.9810159,-76.656246
436,GULF COAST MEDICAL CENTER,T,6672 Urban Court,Arvada,CO,80004,39.817946,-105.13477
437,"MAYO CLINIC HEALTH SYSTEM-OAKRIDGE, INC",O,502 Main Street,Walpole,MA,02081,42.159379,-71.24192699999999
438,KENT COUNTY MEMORIAL HOSPITAL,G,63 Summit Street,Manchester,CT,06040,41.7786898,-72.51908829999999
439,CHRISTUS SPOHN HOSPITAL KLEBERG,G,4039 Pipeline Road,Panama City,FL,32404,30.222002,-85.591729
440,MIDDLESEX HOSPITAL,L,1523 South 9th Street,Louisville,KY,40208,38.2262777,-85.7702946
441,AVERA SACRED HEART HOSPITAL,A,7202 Jump Street,Youngstown,FL,32466,30.279755,-85.520225
442,EAST TEXAS MEDICAL CENTER,Y,211 West Oak Street,Louisville,KY,40203,38.2351143,-85.75778299999999
443,PROSSER MEMORIAL HOSPITAL,W,5316 Silver Wing Boulevard,Louisville,KY,40241,38.31594,-85.556752
444,COMMUNITY MEMORIAL HOSPITAL,E,140 South Hill Avenue,Fayetteville,AR,72701,36.0618737,-94.16920189999999
445,THAYER COUNTY HEALTH SERVICES,Z,1631 Madison Avenue,Montgomery,AL,36107,32.3808099,-86.28537299999999
446,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),T,57 Hidden Lake Court,Savannah,GA,31419,31.98559199999999,-81.16882799999999
